x= 942.0, y= 835.0 | w=None  , h=None   | r=None           | name=ㅣ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅣ
x=1351.0, y= 838.1 | w=None  , h=None   | r=12.5           | name=타원 3                      | {'fill': '#e5f0ff'} | 
x=1356.3, y= 844.9 | w=None  , h=None   | r=None           | name=패스 99                     | {'fill': '#1c4aa0'} | 
x=1381.2, y= 855.1 | w=None  , h=None   | r=None           | name=경영관리부                     | {'fill': '#1c4aa2', 'font': '18px S-Core Dream 5 Medium'} | 경영관리부
x=1363.5, y= 870.1 | w=None  , h=None   | r=None           | name=선 1                       | {'stroke': '#1c4aa0 (Nonepx)'} | 
x= 282.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 367.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 452.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 537.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 622.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 707.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 792.0, y= 874.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 877.0, y= 874.0 | w=None  , h=None   | r=None           | name=keyboard_bt_clear         | {} | 
x= 877.0, y= 874.0 | w=113   , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt_clear         | {'fill': '#4a494b'} | 
x=1399.4, y= 890.1 | w=None  , h=None   | r=None           | name=경영지원실
인재개발실
정보화지원실        | {'fill': '#212121', 'font': '18px S-Core Dream 5 Medium'} | 경영지원실\n인재개발실\n정보화지원실
x= 895.5, y= 909.0 | w=None  , h=None   | r=None           | name=선 19                      | {'stroke': '#ffffff (Nonepx)'} | 
x= 887.0, y= 913.5 | w=None  , h=None   | r=None           | name=다각형 3                     | {'fill': '#ffffff'} | 
x= 645.0, y= 917.0 | w=None  , h=None   | r=None           | name=ㅠ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅠ
x= 730.0, y= 917.0 | w=None  , h=None   | r=None           | name=ㅜ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅜ
x= 922.0, y= 917.0 | w=None  , h=None   | r=None           | name=지우기                       | {'fill': '#ffffff', 'font': '18px S-Core Dream 6 Bold'} | 지우기
x= 304.0, y= 919.0 | w=None  , h=None   | r=None           | name=ㅋ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅋ
x= 389.0, y= 919.0 | w=None  , h=None   | r=None           | name=ㅌ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅌ
x= 474.0, y= 919.0 | w=None  , h=None   | r=None           | name=ㅊ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅊ
x= 560.0, y= 919.0 | w=None  , h=None   | r=None           | name=ㅍ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅍ
x= 815.0, y= 919.0 | w=None  , h=None   | r=None           | name=ㅡ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅡ
x= 197.0, y= 959.0 | w=113   , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt_clear         | {'fill': '#4a494b'} | 
x= 325.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 410.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 495.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 580.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 665.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 750.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 835.0, y= 959.0 | w=70    , h=70     | r=[8, 8, 8, 8]   | name=keyboard_bt               | {'fill': '#656567'} | 
x= 920.0, y= 959.0 | w=None  , h=None   | r=None           | name=패스 432                    | {'fill': '#3d7aef'} | 
x= 932.3, y= 985.3 | w=None  , h=None   | r=None           | name=keyboard_search_icon      | {'fill': '#ffffff', 'stroke': '#ffffff (Nonepx)'} | 
x=1351.0, y= 999.2 | w=None  , h=None   | r=12.5           | name=타원 3                      | {'fill': '#e5f0ff'} | 
x= 231.0, y=1002.0 | w=None  , h=None   | r=None           | name=한/영                       | {'fill': '#ffffff', 'font': '18px S-Core Dream 6 Bold'} | 한/영
x= 976.0, y=1004.5 | w=None  , h=None   | r=None           | name=검색                        | {'fill': '#ffffff', 'font': '20px S-Core Dream 6 Bold'} | 검색
x= 347.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㅃ                         | {'fill': '#dbdadb', 'font': '26px S-Core Dream 5 Medium'} | ㅃ
x= 432.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㅉ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅉ
x= 517.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㄸ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㄸ
x= 603.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㄲ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㄲ
x= 688.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㅆ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅆ
x= 773.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㅒ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅒ
x= 858.0, y=1005.0 | w=None  , h=None   | r=None           | name=ㅖ                         | {'fill': '#ffffff', 'font': '26px S-Core Dream 5 Medium'} | ㅖ
x=1356.3, y=1006.0 | w=None  , h=None   | r=None           | name=패스 99                     | {'fill': '#1c4aa0'} | 
x=1381.2, y=1016.2 | w=None  , h=None   | r=None           | name=정보보완안전부                   | {'fill': '#1c4aa2', 'font': '18px S-Core Dream 5 Medium'} | 정보보완안전부
x=1363.5, y=1031.2 | w=None  , h=None   | r=None           | name=선 1                       | {'stroke': '#1c4aa0 (Nonepx)'} | 
x=1399.4, y=1051.2 | w=None  , h=None   | r=None           | name=정보체계팀                     | {'fill': '#212121', 'font': '18px S-Core Dream 5 Medium'} | 정보체계팀
x=4578.0, y=7236.1 | w=None  , h=None   | r=None           | name=합치기 1                     | {'fill': '#1c4aa0'} | 
x=4578.0, y=7268.1 | w=None  , h=None   | r=None           | name=합치기 2                     | {'fill': '#1c4aa0'} | 
x=4578.0, y=7303.1 | w=None  , h=None   | r=None           | name=합치기 3                     | {'fill': '#1c4aa0'} | 
x=4578.0, y=7337.1 | w=None  , h=None   | r=None           | name=합치기 4                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7420.1 | w=None  , h=None   | r=None           | name=합치기 5                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7452.1 | w=None  , h=None   | r=None           | name=합치기 6                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7487.1 | w=None  , h=None   | r=None           | name=합치기 7                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7580.1 | w=None  , h=None   | r=None           | name=합치기 5                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7612.1 | w=None  , h=None   | r=None           | name=합치기 6                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7706.2 | w=None  , h=None   | r=None           | name=합치기 5                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7738.2 | w=None  , h=None   | r=None           | name=합치기 6                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7773.2 | w=None  , h=None   | r=None           | name=합치기 7                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7867.2 | w=None  , h=None   | r=None           | name=합치기 5                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7899.2 | w=None  , h=None   | r=None           | name=합치기 6                     | {'fill': '#1c4aa0'} | 
x=4581.2, y=7934.2 | w=None  , h=None   | r=None           | name=합치기 7                     | {'fill': '#1c4aa0'} | 
